Neighborhood,Complaint,Borough,Count
East Elmhurst,Indoor Air Quality,QUEENS,23
East Elmhurst,Indoor Sewage,QUEENS,5
East Elmhurst,Industrial Waste,QUEENS,15
East Elmhurst,Investigations and Discipline (IAD),QUEENS,1
East Elmhurst,Lead,QUEENS,187
East Elmhurst,Litter Basket Complaint,QUEENS,7
East Elmhurst,Litter Basket Request,QUEENS,12
East Elmhurst,Lost Property,QUEENS,21
East Elmhurst,Lot Condition,QUEENS,7
East Elmhurst,Maintenance or Facility,QUEENS,80
East Elmhurst,Missed Collection,QUEENS,559
East Elmhurst,Mobile Food Vendor,QUEENS,18
East Elmhurst,Mosquitoes,QUEENS,2
East Elmhurst,New Tree Request,QUEENS,26
East Elmhurst,Noise,QUEENS,139
East Elmhurst,Noise - Commercial,QUEENS,262
East Elmhurst,Noise - Helicopter,QUEENS,2
East Elmhurst,Noise - House of Worship,QUEENS,2
East Elmhurst,Noise - Park,QUEENS,90
East Elmhurst,Noise - Residential,QUEENS,1854
East Elmhurst,Noise - Street/Sidewalk,QUEENS,771
East Elmhurst,Noise - Vehicle,QUEENS,252
East Elmhurst,Non-Emergency Police Matter,QUEENS,134
East Elmhurst,Non-Residential Heat,QUEENS,5
East Elmhurst,Obstruction,QUEENS,238
East Elmhurst,Outdoor Dining,QUEENS,5
East Elmhurst,Overgrown Tree/Branches,QUEENS,265
East Elmhurst,Panhandling,QUEENS,28
East Elmhurst,Plumbing,QUEENS,13
East Elmhurst,Poison Ivy,QUEENS,4
East Elmhurst,Posting Advertisement,QUEENS,1
East Elmhurst,Public Toilet,QUEENS,2
East Elmhurst,Real Time Enforcement,QUEENS,13
East Elmhurst,Recycling Basket Complaint,QUEENS,1
East Elmhurst,Residential Disposal Complaint,QUEENS,51
East Elmhurst,Rodent,QUEENS,162
East Elmhurst,Root/Sewer/Sidewalk Condition,QUEENS,97
East Elmhurst,Sanitation Worker or Vehicle Complaint,QUEENS,28
East Elmhurst,Scaffold Safety,QUEENS,1
East Elmhurst,School Maintenance,QUEENS,24
East Elmhurst,Sewer,QUEENS,238
East Elmhurst,Sidewalk Condition,QUEENS,169
East Elmhurst,Smoking or Vaping,QUEENS,15
East Elmhurst,Snow or Ice,QUEENS,42
East Elmhurst,Special Projects Inspection Team (SPIT),QUEENS,22
East Elmhurst,Standing Water,QUEENS,9
East Elmhurst,Street Condition,QUEENS,298
East Elmhurst,Street Light Condition,QUEENS,188
East Elmhurst,Street Sign - Damaged,QUEENS,55
East Elmhurst,Street Sign - Dangling,QUEENS,31
East Elmhurst,Street Sign - Missing,QUEENS,25
East Elmhurst,Street Sweeping Complaint,QUEENS,124
East Elmhurst,Tattooing,QUEENS,1
East Elmhurst,Taxi Complaint,QUEENS,117
East Elmhurst,Taxi Compliment,QUEENS,3
East Elmhurst,Taxi Report,QUEENS,7
East Elmhurst,Traffic,QUEENS,32
East Elmhurst,Traffic Signal Condition,QUEENS,385
East Elmhurst,Unleashed Dog,QUEENS,14
East Elmhurst,Unsanitary Animal Facility,QUEENS,1
East Elmhurst,Unsanitary Animal Pvt Property,QUEENS,6
East Elmhurst,Unsanitary Pigeon Condition,QUEENS,6
East Elmhurst,Uprooted Stump,QUEENS,2
East Elmhurst,Urinating in Public,QUEENS,22
East Elmhurst,Vendor Enforcement,QUEENS,131
East Elmhurst,Violation of Park Rules,QUEENS,33
East Elmhurst,Water Conservation,QUEENS,83
East Elmhurst,Water Quality,QUEENS,3
East Elmhurst,Water System,QUEENS,615
East Elmhurst,Wood Pile Remaining,QUEENS,3
East Flatbush-Erasmus,Abandoned Bike,BROOKLYN,6
East Flatbush-Erasmus,Abandoned Vehicle,BROOKLYN,398
East Flatbush-Erasmus,Adopt-A-Basket,BROOKLYN,1
East Flatbush-Erasmus,Air Quality,BROOKLYN,43
East Flatbush-Erasmus,Animal Facility - No Permit,BROOKLYN,1
East Flatbush-Erasmus,Animal in a Park,BROOKLYN,1
East Flatbush-Erasmus,Animal-Abuse,BROOKLYN,229
East Flatbush-Erasmus,Asbestos,BROOKLYN,11
East Flatbush-Erasmus,BEST/Site Safety,BROOKLYN,7
East Flatbush-Erasmus,Bench,BROOKLYN,1
East Flatbush-Erasmus,Bike Rack Condition,BROOKLYN,1
East Flatbush-Erasmus,Bike/Roller/Skate Chronic,BROOKLYN,6
East Flatbush-Erasmus,Blocked Driveway,BROOKLYN,3165
East Flatbush-Erasmus,Boilers,BROOKLYN,54
East Flatbush-Erasmus,Broken Parking Meter,BROOKLYN,10
East Flatbush-Erasmus,Building Drinking Water Tank,BROOKLYN,1
East Flatbush-Erasmus,Building/Use,BROOKLYN,160
East Flatbush-Erasmus,Bus Stop Shelter Complaint,BROOKLYN,20
East Flatbush-Erasmus,Bus Stop Shelter Placement,BROOKLYN,4
East Flatbush-Erasmus,Cannabis Retailer,BROOKLYN,21
East Flatbush-Erasmus,Commercial Disposal Complaint,BROOKLYN,17
East Flatbush-Erasmus,Construction Lead Dust,BROOKLYN,12
East Flatbush-Erasmus,Construction Safety Enforcement,BROOKLYN,23
East Flatbush-Erasmus,Consumer Complaint,BROOKLYN,203
East Flatbush-Erasmus,Curb Condition,BROOKLYN,32
East Flatbush-Erasmus,Damaged Tree,BROOKLYN,191
East Flatbush-Erasmus,Day Care,BROOKLYN,19
East Flatbush-Erasmus,Dead Animal,BROOKLYN,89
East Flatbush-Erasmus,Dead/Dying Tree,BROOKLYN,32
East Flatbush-Erasmus,Derelict Vehicles,BROOKLYN,524
East Flatbush-Erasmus,Dirty Condition,BROOKLYN,866
East Flatbush-Erasmus,Drinking,BROOKLYN,19
East Flatbush-Erasmus,Drinking Water,BROOKLYN,6
East Flatbush-Erasmus,Drug Activity,BROOKLYN,9
East Flatbush-Erasmus,Dumpster Complaint,BROOKLYN,14
East Flatbush-Erasmus,E-Scooter,BROOKLYN,1
East Flatbush-Erasmus,Electrical,BROOKLYN,15
East Flatbush-Erasmus,Elevator,BROOKLYN,449
East Flatbush-Erasmus,Emergency Response Team (ERT),BROOKLYN,36
East Flatbush-Erasmus,Encampment,BROOKLYN,69
East Flatbush-Erasmus,Food Establishment,BROOKLYN,124
East Flatbush-Erasmus,Food Poisoning,BROOKLYN,30
East Flatbush-Erasmus,For Hire Vehicle Complaint,BROOKLYN,49
East Flatbush-Erasmus,For Hire Vehicle Report,BROOKLYN,1
East Flatbush-Erasmus,General Construction/Plumbing,BROOKLYN,393
East Flatbush-Erasmus,Graffiti,BROOKLYN,177
East Flatbush-Erasmus,Green Taxi Complaint,BROOKLYN,2
East Flatbush-Erasmus,Green Taxi Report,BROOKLYN,2
East Flatbush-Erasmus,Harboring Bees/Wasps,BROOKLYN,5
East Flatbush-Erasmus,Hazardous Materials,BROOKLYN,12
East Flatbush-Erasmus,Homeless Person Assistance,BROOKLYN,139
East Flatbush-Erasmus,Illegal Animal Kept as Pet,BROOKLYN,2
East Flatbush-Erasmus,Illegal Animal Sold,BROOKLYN,1
East Flatbush-Erasmus,Illegal Dumping,BROOKLYN,350
East Flatbush-Erasmus,Illegal Fireworks,BROOKLYN,106
East Flatbush-Erasmus,Illegal Parking,BROOKLYN,4410
East Flatbush-Erasmus,Illegal Posting,BROOKLYN,2
East Flatbush-Erasmus,Illegal Tree Damage,BROOKLYN,31
East Flatbush-Erasmus,Indoor Air Quality,BROOKLYN,122
East Flatbush-Erasmus,Indoor Sewage,BROOKLYN,10
East Flatbush-Erasmus,Industrial Waste,BROOKLYN,3
East Flatbush-Erasmus,Institution Disposal Complaint,BROOKLYN,1
East Flatbush-Erasmus,Investigations and Discipline (IAD),BROOKLYN,3
East Flatbush-Erasmus,Lead,BROOKLYN,236
East Flatbush-Erasmus,LinkNYC,BROOKLYN,3
East Flatbush-Erasmus,Litter Basket Complaint,BROOKLYN,9
East Flatbush-Erasmus,Litter Basket Request,BROOKLYN,52
East Flatbush-Erasmus,Lost Property,BROOKLYN,7
East Flatbush-Erasmus,Lot Condition,BROOKLYN,16
East Flatbush-Erasmus,Maintenance or Facility,BROOKLYN,8
East Flatbush-Erasmus,Missed Collection,BROOKLYN,371
East Flatbush-Erasmus,Mobile Food Vendor,BROOKLYN,22
East Flatbush-Erasmus,Mold,BROOKLYN,1
East Flatbush-Erasmus,Mosquitoes,BROOKLYN,2
East Flatbush-Erasmus,New Tree Request,BROOKLYN,119
East Flatbush-Erasmus,Noise,BROOKLYN,518
East Flatbush-Erasmus,Noise - Commercial,BROOKLYN,967
East Flatbush-Erasmus,Noise - Helicopter,BROOKLYN,9
East Flatbush-Erasmus,Noise - House of Worship,BROOKLYN,25
East Flatbush-Erasmus,Noise - Park,BROOKLYN,7
East Flatbush-Erasmus,Noise - Residential,BROOKLYN,4665
East Flatbush-Erasmus,Noise - Street/Sidewalk,BROOKLYN,1812
East Flatbush-Erasmus,Noise - Vehicle,BROOKLYN,637
East Flatbush-Erasmus,Non-Emergency Police Matter,BROOKLYN,171
East Flatbush-Erasmus,Non-Residential Heat,BROOKLYN,5
East Flatbush-Erasmus,Obstruction,BROOKLYN,98
East Flatbush-Erasmus,Outdoor Dining,BROOKLYN,9
East Flatbush-Erasmus,Overgrown Tree/Branches,BROOKLYN,211
East Flatbush-Erasmus,Panhandling,BROOKLYN,18
East Flatbush-Erasmus,Pet Sale,BROOKLYN,1
East Flatbush-Erasmus,Pet Shop,BROOKLYN,11
East Flatbush-Erasmus,Plumbing,BROOKLYN,37
East Flatbush-Erasmus,Posting Advertisement,BROOKLYN,1
East Flatbush-Erasmus,Real Time Enforcement,BROOKLYN,57
East Flatbush-Erasmus,Recycling Basket Complaint,BROOKLYN,1
East Flatbush-Erasmus,Residential Disposal Complaint,BROOKLYN,187
East Flatbush-Erasmus,Rodent,BROOKLYN,509
East Flatbush-Erasmus,Root/Sewer/Sidewalk Condition,BROOKLYN,50
East Flatbush-Erasmus,Sanitation Worker or Vehicle Complaint,BROOKLYN,26
East Flatbush-Erasmus,Scaffold Safety,BROOKLYN,1
East Flatbush-Erasmus,School Maintenance,BROOKLYN,9
East Flatbush-Erasmus,Sewer,BROOKLYN,246
East Flatbush-Erasmus,Sidewalk Condition,BROOKLYN,165
East Flatbush-Erasmus,Smoking,BROOKLYN,10
East Flatbush-Erasmus,Smoking or Vaping,BROOKLYN,95
East Flatbush-Erasmus,Snow or Ice,BROOKLYN,103
East Flatbush-Erasmus,Special Operations,BROOKLYN,1
East Flatbush-Erasmus,Special Projects Inspection Team (SPIT),BROOKLYN,18
East Flatbush-Erasmus,Standing Water,BROOKLYN,22
East Flatbush-Erasmus,Street Condition,BROOKLYN,241
East Flatbush-Erasmus,Street Light Condition,BROOKLYN,185
East Flatbush-Erasmus,Street Sign - Damaged,BROOKLYN,19
East Flatbush-Erasmus,Street Sign - Dangling,BROOKLYN,9
East Flatbush-Erasmus,Street Sign - Missing,BROOKLYN,16
East Flatbush-Erasmus,Street Sweeping Complaint,BROOKLYN,159
East Flatbush-Erasmus,Taxi Complaint,BROOKLYN,4
East Flatbush-Erasmus,Traffic,BROOKLYN,36
East Flatbush-Erasmus,Traffic Signal Condition,BROOKLYN,309
East Flatbush-Erasmus,Unleashed Dog,BROOKLYN,20
East Flatbush-Erasmus,Unsanitary Animal Facility,BROOKLYN,1
East Flatbush-Erasmus,Unsanitary Animal Pvt Property,BROOKLYN,28
East Flatbush-Erasmus,Unsanitary Pigeon Condition,BROOKLYN,3
East Flatbush-Erasmus,Unspecified,BROOKLYN,1
East Flatbush-Erasmus,Urinating in Public,BROOKLYN,11
East Flatbush-Erasmus,Vendor Enforcement,BROOKLYN,105
East Flatbush-Erasmus,Violation of Park Rules,BROOKLYN,1
East Flatbush-Erasmus,Water Conservation,BROOKLYN,24
East Flatbush-Erasmus,Water Quality,BROOKLYN,13
East Flatbush-Erasmus,Water System,BROOKLYN,406
East Flatbush-Erasmus,Wood Pile Remaining,BROOKLYN,4
East Flatbush-Farragut,Abandoned Bike,BROOKLYN,2
East Flatbush-Farragut,Abandoned Vehicle,BROOKLYN,423
East Flatbush-Farragut,Air Quality,BROOKLYN,50
East Flatbush-Farragut,Animal in a Park,BROOKLYN,1
East Flatbush-Farragut,Animal-Abuse,BROOKLYN,53
East Flatbush-Farragut,Asbestos,BROOKLYN,5
East Flatbush-Farragut,BEST/Site Safety,BROOKLYN,11
East Flatbush-Farragut,Bench,BROOKLYN,9
East Flatbush-Farragut,Bike/Roller/Skate,BROOKLYN,1
East Flatbush-Farragut,Bike/Roller/Skate Chronic,BROOKLYN,9
East Flatbush-Farragut,Blocked Driveway,BROOKLYN,2220
East Flatbush-Farragut,Boilers,BROOKLYN,21
East Flatbush-Farragut,Broken Parking Meter,BROOKLYN,3
East Flatbush-Farragut,Building/Use,BROOKLYN,102
East Flatbush-Farragut,Bus Stop Shelter Complaint,BROOKLYN,3
East Flatbush-Farragut,Cannabis Retailer,BROOKLYN,3
East Flatbush-Farragut,Commercial Disposal Complaint,BROOKLYN,10
East Flatbush-Farragut,Construction Lead Dust,BROOKLYN,8
East Flatbush-Farragut,Construction Safety Enforcement,BROOKLYN,6
East Flatbush-Farragut,Consumer Complaint,BROOKLYN,143
East Flatbush-Farragut,Curb Condition,BROOKLYN,39
East Flatbush-Farragut,Damaged Tree,BROOKLYN,397
East Flatbush-Farragut,Day Care,BROOKLYN,20
East Flatbush-Farragut,Dead Animal,BROOKLYN,127
East Flatbush-Farragut,Dead/Dying Tree,BROOKLYN,69
East Flatbush-Farragut,Derelict Vehicles,BROOKLYN,696
East Flatbush-Farragut,Dirty Condition,BROOKLYN,363
East Flatbush-Farragut,Disorderly Youth,BROOKLYN,1
East Flatbush-Farragut,Drinking,BROOKLYN,14
East Flatbush-Farragut,Drinking Water,BROOKLYN,4
East Flatbush-Farragut,Drug Activity,BROOKLYN,8
East Flatbush-Farragut,Dumpster Complaint,BROOKLYN,10
East Flatbush-Farragut,Electrical,BROOKLYN,7
East Flatbush-Farragut,Elevator,BROOKLYN,207
East Flatbush-Farragut,Emergency Response Team (ERT),BROOKLYN,9
East Flatbush-Farragut,Encampment,BROOKLYN,7
East Flatbush-Farragut,Food Establishment,BROOKLYN,39
East Flatbush-Farragut,Food Poisoning,BROOKLYN,13
East Flatbush-Farragut,For Hire Vehicle Complaint,BROOKLYN,13
East Flatbush-Farragut,For Hire Vehicle Report,BROOKLYN,1
East Flatbush-Farragut,General Construction/Plumbing,BROOKLYN,258
East Flatbush-Farragut,Graffiti,BROOKLYN,40
East Flatbush-Farragut,Harboring Bees/Wasps,BROOKLYN,4
East Flatbush-Farragut,Hazardous Materials,BROOKLYN,21
East Flatbush-Farragut,Homeless Person Assistance,BROOKLYN,29
East Flatbush-Farragut,Illegal Animal Kept as Pet,BROOKLYN,1
East Flatbush-Farragut,Illegal Dumping,BROOKLYN,356
East Flatbush-Farragut,Illegal Fireworks,BROOKLYN,51
East Flatbush-Farragut,Illegal Parking,BROOKLYN,2092
East Flatbush-Farragut,Illegal Posting,BROOKLYN,2
East Flatbush-Farragut,Illegal Tree Damage,BROOKLYN,25
East Flatbush-Farragut,Indoor Air Quality,BROOKLYN,68
East Flatbush-Farragut,Indoor Sewage,BROOKLYN,10
East Flatbush-Farragut,Industrial Waste,BROOKLYN,2
East Flatbush-Farragut,Investigations and Discipline (IAD),BROOKLYN,4
East Flatbush-Farragut,Lead,BROOKLYN,263
East Flatbush-Farragut,Litter Basket Complaint,BROOKLYN,7
East Flatbush-Farragut,Litter Basket Request,BROOKLYN,12
East Flatbush-Farragut,Lot Condition,BROOKLYN,7
East Flatbush-Farragut,Maintenance or Facility,BROOKLYN,72
East Flatbush-Farragut,Missed Collection,BROOKLYN,552
East Flatbush-Farragut,Mobile Food Vendor,BROOKLYN,9
East Flatbush-Farragut,Mold,BROOKLYN,2
East Flatbush-Farragut,Mosquitoes,BROOKLYN,5
East Flatbush-Farragut,New Tree Request,BROOKLYN,46
East Flatbush-Farragut,Noise,BROOKLYN,162
East Flatbush-Farragut,Noise - Commercial,BROOKLYN,858
East Flatbush-Farragut,Noise - Helicopter,BROOKLYN,2
East Flatbush-Farragut,Noise - House of Worship,BROOKLYN,16
East Flatbush-Farragut,Noise - Park,BROOKLYN,13
East Flatbush-Farragut,Noise - Residential,BROOKLYN,2725
East Flatbush-Farragut,Noise - Street/Sidewalk,BROOKLYN,635
East Flatbush-Farragut,Noise - Vehicle,BROOKLYN,192
East Flatbush-Farragut,Non-Emergency Police Matter,BROOKLYN,89
East Flatbush-Farragut,Non-Residential Heat,BROOKLYN,3
East Flatbush-Farragut,Obstruction,BROOKLYN,148
East Flatbush-Farragut,Outdoor Dining,BROOKLYN,1
East Flatbush-Farragut,Overgrown Tree/Branches,BROOKLYN,353
East Flatbush-Farragut,Panhandling,BROOKLYN,16
East Flatbush-Farragut,Pet Shop,BROOKLYN,1
East Flatbush-Farragut,Plumbing,BROOKLYN,31
East Flatbush-Farragut,Posting Advertisement,BROOKLYN,3
East Flatbush-Farragut,Real Time Enforcement,BROOKLYN,8
East Flatbush-Farragut,Residential Disposal Complaint,BROOKLYN,88
East Flatbush-Farragut,Rodent,BROOKLYN,172
East Flatbush-Farragut,Root/Sewer/Sidewalk Condition,BROOKLYN,119
East Flatbush-Farragut,Sanitation Worker or Vehicle Complaint,BROOKLYN,32
East Flatbush-Farragut,Scaffold Safety,BROOKLYN,2
East Flatbush-Farragut,School Maintenance,BROOKLYN,16
East Flatbush-Farragut,Seasonal Collection,BROOKLYN,1
East Flatbush-Farragut,Sewer,BROOKLYN,251
East Flatbush-Farragut,Sidewalk Condition,BROOKLYN,238
East Flatbush-Farragut,Smoking,BROOKLYN,12
East Flatbush-Farragut,Smoking or Vaping,BROOKLYN,62
East Flatbush-Farragut,Snow or Ice,BROOKLYN,33
East Flatbush-Farragut,Special Projects Inspection Team (SPIT),BROOKLYN,10
East Flatbush-Farragut,Standing Water,BROOKLYN,5
East Flatbush-Farragut,Street Condition,BROOKLYN,278
East Flatbush-Farragut,Street Light Condition,BROOKLYN,255
East Flatbush-Farragut,Street Sign - Damaged,BROOKLYN,11
East Flatbush-Farragut,Street Sign - Dangling,BROOKLYN,23
East Flatbush-Farragut,Street Sign - Missing,BROOKLYN,13
East Flatbush-Farragut,Street Sweeping Complaint,BROOKLYN,103
East Flatbush-Farragut,Taxi Complaint,BROOKLYN,5
East Flatbush-Farragut,Traffic,BROOKLYN,7
East Flatbush-Farragut,Traffic Signal Condition,BROOKLYN,432
East Flatbush-Farragut,Unleashed Dog,BROOKLYN,10
East Flatbush-Farragut,Unsanitary Animal Pvt Property,BROOKLYN,27
East Flatbush-Farragut,Unsanitary Pigeon Condition,BROOKLYN,2
East Flatbush-Farragut,Unspecified,BROOKLYN,2
East Flatbush-Farragut,Uprooted Stump,BROOKLYN,6
East Flatbush-Farragut,Urinating in Public,BROOKLYN,5
East Flatbush-Farragut,Vendor Enforcement,BROOKLYN,42
East Flatbush-Farragut,Violation of Park Rules,BROOKLYN,2
East Flatbush-Farragut,Water Conservation,BROOKLYN,30
East Flatbush-Farragut,Water Quality,BROOKLYN,13
East Flatbush-Farragut,Water System,BROOKLYN,405
East Flatbush-Farragut,Wood Pile Remaining,BROOKLYN,12
East Flatbush-Remsen Village,Abandoned Vehicle,BROOKLYN,236
East Flatbush-Remsen Village,Air Quality,BROOKLYN,27
East Flatbush-Remsen Village,Animal in a Park,BROOKLYN,2
East Flatbush-Remsen Village,Animal-Abuse,BROOKLYN,87
East Flatbush-Remsen Village,Asbestos,BROOKLYN,11
East Flatbush-Remsen Village,BEST/Site Safety,BROOKLYN,1
East Flatbush-Remsen Village,Bike/Roller/Skate Chronic,BROOKLYN,2
East Flatbush-Remsen Village,Blocked Driveway,BROOKLYN,1847
East Flatbush-Remsen Village,Boilers,BROOKLYN,26
East Flatbush-Remsen Village,Broken Parking Meter,BROOKLYN,3
East Flatbush-Remsen Village,Building Drinking Water Tank,BROOKLYN,1
East Flatbush-Remsen Village,Building/Use,BROOKLYN,150
East Flatbush-Remsen Village,Bus Stop Shelter Complaint,BROOKLYN,2
East Flatbush-Remsen Village,Bus Stop Shelter Placement,BROOKLYN,1
East Flatbush-Remsen Village,Cannabis Retailer,BROOKLYN,11
East Flatbush-Remsen Village,Commercial Disposal Complaint,BROOKLYN,7
East Flatbush-Remsen Village,Construction Lead Dust,BROOKLYN,12
East Flatbush-Remsen Village,Construction Safety Enforcement,BROOKLYN,2
East Flatbush-Remsen Village,Consumer Complaint,BROOKLYN,173
East Flatbush-Remsen Village,Curb Condition,BROOKLYN,27
East Flatbush-Remsen Village,Damaged Tree,BROOKLYN,222
East Flatbush-Remsen Village,Day Care,BROOKLYN,6
East Flatbush-Remsen Village,Dead Animal,BROOKLYN,48
East Flatbush-Remsen Village,Dead/Dying Tree,BROOKLYN,41
East Flatbush-Remsen Village,Derelict Vehicles,BROOKLYN,420
East Flatbush-Remsen Village,Dirty Condition,BROOKLYN,176
East Flatbush-Remsen Village,Disorderly Youth,BROOKLYN,1
East Flatbush-Remsen Village,Drinking,BROOKLYN,25
East Flatbush-Remsen Village,Drinking Water,BROOKLYN,4
East Flatbush-Remsen Village,Drug Activity,BROOKLYN,30
East Flatbush-Remsen Village,Dumpster Complaint,BROOKLYN,6
East Flatbush-Remsen Village,E-Scooter,BROOKLYN,1
East Flatbush-Remsen Village,Electrical,BROOKLYN,15
East Flatbush-Remsen Village,Elevator,BROOKLYN,217
East Flatbush-Remsen Village,Emergency Response Team (ERT),BROOKLYN,13
East Flatbush-Remsen Village,Encampment,BROOKLYN,25
East Flatbush-Remsen Village,Food Establishment,BROOKLYN,58
East Flatbush-Remsen Village,Food Poisoning,BROOKLYN,23
East Flatbush-Remsen Village,For Hire Vehicle Complaint,BROOKLYN,19
East Flatbush-Remsen Village,For Hire Vehicle Report,BROOKLYN,4
East Flatbush-Remsen Village,General Construction/Plumbing,BROOKLYN,187
East Flatbush-Remsen Village,Graffiti,BROOKLYN,78
East Flatbush-Remsen Village,Green Taxi Complaint,BROOKLYN,1
East Flatbush-Remsen Village,Harboring Bees/Wasps,BROOKLYN,4
East Flatbush-Remsen Village,Hazardous Materials,BROOKLYN,32
East Flatbush-Remsen Village,Homeless Person Assistance,BROOKLYN,57
East Flatbush-Remsen Village,Illegal Animal Sold,BROOKLYN,2
East Flatbush-Remsen Village,Illegal Dumping,BROOKLYN,180
East Flatbush-Remsen Village,Illegal Fireworks,BROOKLYN,95
East Flatbush-Remsen Village,Illegal Parking,BROOKLYN,1684
East Flatbush-Remsen Village,Illegal Posting,BROOKLYN,2
East Flatbush-Remsen Village,Illegal Tree Damage,BROOKLYN,21
East Flatbush-Remsen Village,Incorrect Data,BROOKLYN,1
East Flatbush-Remsen Village,Indoor Air Quality,BROOKLYN,144
East Flatbush-Remsen Village,Indoor Sewage,BROOKLYN,21
East Flatbush-Remsen Village,Industrial Waste,BROOKLYN,3
East Flatbush-Remsen Village,Investigations and Discipline (IAD),BROOKLYN,6
East Flatbush-Remsen Village,Lead,BROOKLYN,133
East Flatbush-Remsen Village,Litter Basket Request,BROOKLYN,15
East Flatbush-Remsen Village,Lost Property,BROOKLYN,2
East Flatbush-Remsen Village,Lot Condition,BROOKLYN,3
East Flatbush-Remsen Village,Maintenance or Facility,BROOKLYN,34
East Flatbush-Remsen Village,Missed Collection,BROOKLYN,278
East Flatbush-Remsen Village,Mobile Food Vendor,BROOKLYN,4
East Flatbush-Remsen Village,Mosquitoes,BROOKLYN,1
East Flatbush-Remsen Village,New Tree Request,BROOKLYN,26
East Flatbush-Remsen Village,Noise,BROOKLYN,193
East Flatbush-Remsen Village,Noise - Commercial,BROOKLYN,464
East Flatbush-Remsen Village,Noise - House of Worship,BROOKLYN,5
East Flatbush-Remsen Village,Noise - Park,BROOKLYN,2
East Flatbush-Remsen Village,Noise - Residential,BROOKLYN,3656
East Flatbush-Remsen Village,Noise - Street/Sidewalk,BROOKLYN,794
East Flatbush-Remsen Village,Noise - Vehicle,BROOKLYN,210
East Flatbush-Remsen Village,Non-Emergency Police Matter,BROOKLYN,110
East Flatbush-Remsen Village,Non-Residential Heat,BROOKLYN,9
East Flatbush-Remsen Village,Obstruction,BROOKLYN,58
East Flatbush-Remsen Village,Overgrown Tree/Branches,BROOKLYN,164
East Flatbush-Remsen Village,Panhandling,BROOKLYN,26
East Flatbush-Remsen Village,Plumbing,BROOKLYN,36
East Flatbush-Remsen Village,Poison Ivy,BROOKLYN,3
East Flatbush-Remsen Village,Real Time Enforcement,BROOKLYN,54
East Flatbush-Remsen Village,Residential Disposal Complaint,BROOKLYN,67
East Flatbush-Remsen Village,Rodent,BROOKLYN,202
East Flatbush-Remsen Village,Root/Sewer/Sidewalk Condition,BROOKLYN,72
East Flatbush-Remsen Village,Sanitation Worker or Vehicle Complaint,BROOKLYN,24
East Flatbush-Remsen Village,Scaffold Safety,BROOKLYN,1
East Flatbush-Remsen Village,School Maintenance,BROOKLYN,10
East Flatbush-Remsen Village,Seasonal Collection,BROOKLYN,1
East Flatbush-Remsen Village,Sewer,BROOKLYN,241
East Flatbush-Remsen Village,Sidewalk Condition,BROOKLYN,94
East Flatbush-Remsen Village,Smoking,BROOKLYN,6
East Flatbush-Remsen Village,Smoking or Vaping,BROOKLYN,44
East Flatbush-Remsen Village,Snow or Ice,BROOKLYN,24
East Flatbush-Remsen Village,Special Projects Inspection Team (SPIT),BROOKLYN,10
East Flatbush-Remsen Village,Standing Water,BROOKLYN,17
East Flatbush-Remsen Village,Street Condition,BROOKLYN,252
East Flatbush-Remsen Village,Street Light Condition,BROOKLYN,168
East Flatbush-Remsen Village,Street Sign - Damaged,BROOKLYN,11
East Flatbush-Remsen Village,Street Sign - Dangling,BROOKLYN,19
East Flatbush-Remsen Village,Street Sign - Missing,BROOKLYN,3
East Flatbush-Remsen Village,Street Sweeping Complaint,BROOKLYN,107
East Flatbush-Remsen Village,Tattooing,BROOKLYN,1
East Flatbush-Remsen Village,Tobacco or Non-Tobacco Sale,BROOKLYN,1
East Flatbush-Remsen Village,Traffic,BROOKLYN,12
East Flatbush-Remsen Village,Traffic Signal Condition,BROOKLYN,610
East Flatbush-Remsen Village,Unleashed Dog,BROOKLYN,16
East Flatbush-Remsen Village,Unsanitary Animal Pvt Property,BROOKLYN,37
East Flatbush-Remsen Village,Unsanitary Pigeon Condition,BROOKLYN,6
East Flatbush-Remsen Village,Uprooted Stump,BROOKLYN,1
East Flatbush-Remsen Village,Urinating in Public,BROOKLYN,7
East Flatbush-Remsen Village,Vendor Enforcement,BROOKLYN,22
East Flatbush-Remsen Village,Violation of Park Rules,BROOKLYN,5
East Flatbush-Remsen Village,Water Conservation,BROOKLYN,44
East Flatbush-Remsen Village,Water Quality,BROOKLYN,10
East Flatbush-Remsen Village,Water System,BROOKLYN,458
East Flatbush-Remsen Village,Window Guard,BROOKLYN,1
East Flatbush-Remsen Village,Wood Pile Remaining,BROOKLYN,5
East Flatbush-Rugby,Abandoned Bike,BROOKLYN,3
East Flatbush-Rugby,Abandoned Vehicle,BROOKLYN,615
East Flatbush-Rugby,Air Quality,BROOKLYN,45
East Flatbush-Rugby,Animal in a Park,BROOKLYN,5
East Flatbush-Rugby,Animal-Abuse,BROOKLYN,64
East Flatbush-Rugby,Asbestos,BROOKLYN,10
East Flatbush-Rugby,BEST/Site Safety,BROOKLYN,3
East Flatbush-Rugby,Bench,BROOKLYN,2
East Flatbush-Rugby,Bike Rack,BROOKLYN,1
East Flatbush-Rugby,Bike/Roller/Skate Chronic,BROOKLYN,4
East Flatbush-Rugby,Blocked Driveway,BROOKLYN,2420
East Flatbush-Rugby,Boilers,BROOKLYN,36
East Flatbush-Rugby,Broken Parking Meter,BROOKLYN,12
East Flatbush-Rugby,Building/Use,BROOKLYN,254
