Neighborhood,Complaint,Borough,Count
Allerton,Abandoned Bike,BRONX,5
Allerton,Abandoned Vehicle,BRONX,229
Allerton,Air Quality,BRONX,20
Allerton,Animal in a Park,BRONX,8
Allerton,Animal-Abuse,BRONX,99
Allerton,Asbestos,BRONX,10
Allerton,BEST/Site Safety,BRONX,4
Allerton,Bike Rack,BRONX,1
Allerton,Bike/Roller/Skate Chronic,BRONX,4
Allerton,Blocked Driveway,BRONX,1553
Allerton,Boilers,BRONX,27
Allerton,Broken Parking Meter,BRONX,19
Allerton,Building/Use,BRONX,133
Allerton,Bus Stop Shelter Complaint,BRONX,2
Allerton,Cannabis Retailer,BRONX,4
Allerton,Commercial Disposal Complaint,BRONX,4
Allerton,Construction Lead Dust,BRONX,16
Allerton,Construction Safety Enforcement,BRONX,8
Allerton,Consumer Complaint,BRONX,121
Allerton,Curb Condition,BRONX,25
Allerton,Damaged Tree,BRONX,106
Allerton,Day Care,BRONX,14
Allerton,Dead Animal,BRONX,50
Allerton,Dead/Dying Tree,BRONX,20
Allerton,Derelict Vehicles,BRONX,328
Allerton,Dirty Condition,BRONX,210
Allerton,Drinking,BRONX,12
Allerton,Drinking Water,BRONX,4
Allerton,Drug Activity,BRONX,61
Allerton,Dumpster Complaint,BRONX,3
Allerton,E-Scooter,BRONX,4
Allerton,Electrical,BRONX,6
Allerton,Elevator,BRONX,510
Allerton,Emergency Response Team (ERT),BRONX,21
Allerton,Encampment,BRONX,34
Allerton,Food Establishment,BRONX,54
Allerton,Food Poisoning,BRONX,14
Allerton,For Hire Vehicle Complaint,BRONX,66
Allerton,For Hire Vehicle Report,BRONX,1
Allerton,General Construction/Plumbing,BRONX,176
Allerton,Graffiti,BRONX,73
Allerton,Green Taxi Complaint,BRONX,2
Allerton,Harboring Bees/Wasps,BRONX,4
Allerton,Hazardous Materials,BRONX,6
Allerton,Homeless Person Assistance,BRONX,54
Allerton,Illegal Dumping,BRONX,151
Allerton,Illegal Fireworks,BRONX,46
Allerton,Illegal Parking,BRONX,2320
Allerton,Illegal Tree Damage,BRONX,18
Allerton,Indoor Air Quality,BRONX,68
Allerton,Indoor Sewage,BRONX,5
Allerton,Industrial Waste,BRONX,3
Allerton,Institution Disposal Complaint,BRONX,1
Allerton,Investigations and Discipline (IAD),BRONX,3
Allerton,Lead,BRONX,57
Allerton,Litter Basket Complaint,BRONX,7
Allerton,Litter Basket Request,BRONX,16
Allerton,Lost Property,BRONX,1
Allerton,Lot Condition,BRONX,8
Allerton,Maintenance or Facility,BRONX,29
Allerton,Missed Collection,BRONX,86
Allerton,Mobile Food Vendor,BRONX,3
Allerton,Mold,BRONX,2
Allerton,Mosquitoes,BRONX,2
Allerton,New Tree Request,BRONX,37
Allerton,Noise,BRONX,357
Allerton,Noise - Commercial,BRONX,73
Allerton,Noise - House of Worship,BRONX,3
Allerton,Noise - Park,BRONX,132
Allerton,Noise - Residential,BRONX,5439
Allerton,Noise - Street/Sidewalk,BRONX,1198
Allerton,Noise - Vehicle,BRONX,300
Allerton,Non-Emergency Police Matter,BRONX,172
Allerton,Non-Residential Heat,BRONX,2
Allerton,Obstruction,BRONX,53
Allerton,Outdoor Dining,BRONX,2
Allerton,Overgrown Tree/Branches,BRONX,43
Allerton,Panhandling,BRONX,18
Allerton,Plumbing,BRONX,23
Allerton,Real Time Enforcement,BRONX,14
Allerton,Recycling Basket Complaint,BRONX,1
Allerton,Residential Disposal Complaint,BRONX,56
Allerton,Rodent,BRONX,252
Allerton,Root/Sewer/Sidewalk Condition,BRONX,28
Allerton,Sanitation Worker or Vehicle Complaint,BRONX,8
Allerton,Scaffold Safety,BRONX,2
Allerton,School Maintenance,BRONX,6
Allerton,Sewer,BRONX,106
Allerton,Sidewalk Condition,BRONX,114
Allerton,Smoking,BRONX,9
Allerton,Smoking or Vaping,BRONX,32
Allerton,Snow or Ice,BRONX,35
Allerton,Special Projects Inspection Team (SPIT),BRONX,19
Allerton,Standing Water,BRONX,4
Allerton,Street Condition,BRONX,216
Allerton,Street Light Condition,BRONX,201
Allerton,Street Sign - Damaged,BRONX,22
Allerton,Street Sign - Dangling,BRONX,16
Allerton,Street Sign - Missing,BRONX,17
Allerton,Street Sweeping Complaint,BRONX,37
Allerton,Taxi Complaint,BRONX,1
Allerton,Tobacco or Non-Tobacco Sale,BRONX,4
Allerton,Traffic,BRONX,33
Allerton,Traffic Signal Condition,BRONX,247
Allerton,Unleashed Dog,BRONX,12
Allerton,Unsanitary Animal Pvt Property,BRONX,24
Allerton,Unsanitary Pigeon Condition,BRONX,5
Allerton,Uprooted Stump,BRONX,1
Allerton,Urinating in Public,BRONX,2
Allerton,Vendor Enforcement,BRONX,49
Allerton,Violation of Park Rules,BRONX,6
Allerton,Water Conservation,BRONX,43
Allerton,Water Quality,BRONX,11
Allerton,Water System,BRONX,723
Allerton,Wood Pile Remaining,BRONX,1
Alley Pond Park,Abandoned Vehicle,QUEENS,6
Alley Pond Park,Air Quality,QUEENS,1
Alley Pond Park,Animal in a Park,QUEENS,54
Alley Pond Park,Animal-Abuse,QUEENS,3
Alley Pond Park,Bike/Roller/Skate Chronic,QUEENS,3
Alley Pond Park,Blocked Driveway,QUEENS,1
Alley Pond Park,Bus Stop Shelter Complaint,QUEENS,1
Alley Pond Park,Consumer Complaint,QUEENS,1
Alley Pond Park,Damaged Tree,QUEENS,43
Alley Pond Park,Dead Animal,QUEENS,9
Alley Pond Park,Dead/Dying Tree,QUEENS,3
Alley Pond Park,Derelict Vehicles,QUEENS,3
Alley Pond Park,Dirty Condition,QUEENS,2
Alley Pond Park,Encampment,QUEENS,4
Alley Pond Park,For Hire Vehicle Complaint,QUEENS,1
Alley Pond Park,Green Taxi Complaint,QUEENS,1
Alley Pond Park,Hazardous Materials,QUEENS,1
Alley Pond Park,Homeless Person Assistance,QUEENS,2
Alley Pond Park,Illegal Animal Sold,QUEENS,1
Alley Pond Park,Illegal Dumping,QUEENS,7
Alley Pond Park,Illegal Fireworks,QUEENS,7
Alley Pond Park,Illegal Parking,QUEENS,37
Alley Pond Park,Illegal Posting,QUEENS,2
Alley Pond Park,Illegal Tree Damage,QUEENS,2
Alley Pond Park,Maintenance or Facility,QUEENS,152
Alley Pond Park,Missed Collection,QUEENS,1
Alley Pond Park,Noise - Park,QUEENS,27
Alley Pond Park,Noise - Residential,QUEENS,2
Alley Pond Park,Noise - Street/Sidewalk,QUEENS,8
Alley Pond Park,Noise - Vehicle,QUEENS,51
Alley Pond Park,Obstruction,QUEENS,2
Alley Pond Park,Overgrown Tree/Branches,QUEENS,2
Alley Pond Park,Rodent,QUEENS,2
Alley Pond Park,Root/Sewer/Sidewalk Condition,QUEENS,1
Alley Pond Park,Sewer,QUEENS,8
Alley Pond Park,Street Condition,QUEENS,101
Alley Pond Park,Street Light Condition,QUEENS,39
Alley Pond Park,Street Sign - Damaged,QUEENS,1
Alley Pond Park,Street Sign - Dangling,QUEENS,2
Alley Pond Park,Street Sign - Missing,QUEENS,2
Alley Pond Park,Traffic,QUEENS,2
Alley Pond Park,Traffic Signal Condition,QUEENS,37
Alley Pond Park,Unsanitary Animal Facility,QUEENS,1
Alley Pond Park,Uprooted Stump,QUEENS,1
Alley Pond Park,Violation of Park Rules,QUEENS,33
Alley Pond Park,Water Conservation,QUEENS,1
Alley Pond Park,Water System,QUEENS,24
Alley Pond Park,Wood Pile Remaining,QUEENS,1
Annadale-Huguenot-Prince's Bay-Woodrow,Abandoned Bike,STATEN ISLAND,2
Annadale-Huguenot-Prince's Bay-Woodrow,Abandoned Vehicle,STATEN ISLAND,577
Annadale-Huguenot-Prince's Bay-Woodrow,Air Quality,STATEN ISLAND,24
Annadale-Huguenot-Prince's Bay-Woodrow,Animal Facility - No Permit,STATEN ISLAND,1
Annadale-Huguenot-Prince's Bay-Woodrow,Animal in a Park,STATEN ISLAND,66
Annadale-Huguenot-Prince's Bay-Woodrow,Animal-Abuse,STATEN ISLAND,64
Annadale-Huguenot-Prince's Bay-Woodrow,Asbestos,STATEN ISLAND,4
Annadale-Huguenot-Prince's Bay-Woodrow,BEST/Site Safety,STATEN ISLAND,1
Annadale-Huguenot-Prince's Bay-Woodrow,Beach/Pool/Sauna Complaint,STATEN ISLAND,9
Annadale-Huguenot-Prince's Bay-Woodrow,Bike/Roller/Skate,STATEN ISLAND,2
Annadale-Huguenot-Prince's Bay-Woodrow,Bike/Roller/Skate Chronic,STATEN ISLAND,49
Annadale-Huguenot-Prince's Bay-Woodrow,Blocked Driveway,STATEN ISLAND,359
Annadale-Huguenot-Prince's Bay-Woodrow,Boilers,STATEN ISLAND,6
Annadale-Huguenot-Prince's Bay-Woodrow,Broken Parking Meter,STATEN ISLAND,1
Annadale-Huguenot-Prince's Bay-Woodrow,Building/Use,STATEN ISLAND,227
Annadale-Huguenot-Prince's Bay-Woodrow,Bus Stop Shelter Complaint,STATEN ISLAND,11
Annadale-Huguenot-Prince's Bay-Woodrow,Bus Stop Shelter Placement,STATEN ISLAND,3
Annadale-Huguenot-Prince's Bay-Woodrow,Cannabis Retailer,STATEN ISLAND,2
Annadale-Huguenot-Prince's Bay-Woodrow,Commercial Disposal Complaint,STATEN ISLAND,3
Annadale-Huguenot-Prince's Bay-Woodrow,Construction Safety Enforcement,STATEN ISLAND,3
Annadale-Huguenot-Prince's Bay-Woodrow,Consumer Complaint,STATEN ISLAND,46
Annadale-Huguenot-Prince's Bay-Woodrow,Curb Condition,STATEN ISLAND,37
Annadale-Huguenot-Prince's Bay-Woodrow,Damaged Tree,STATEN ISLAND,894
Annadale-Huguenot-Prince's Bay-Woodrow,Day Care,STATEN ISLAND,7
Annadale-Huguenot-Prince's Bay-Woodrow,Dead Animal,STATEN ISLAND,203
Annadale-Huguenot-Prince's Bay-Woodrow,Dead/Dying Tree,STATEN ISLAND,446
Annadale-Huguenot-Prince's Bay-Woodrow,Dept of Investigations,STATEN ISLAND,2
Annadale-Huguenot-Prince's Bay-Woodrow,Derelict Vehicles,STATEN ISLAND,134
Annadale-Huguenot-Prince's Bay-Woodrow,Dirty Condition,STATEN ISLAND,1653
Annadale-Huguenot-Prince's Bay-Woodrow,Drinking,STATEN ISLAND,9
Annadale-Huguenot-Prince's Bay-Woodrow,Drinking Water,STATEN ISLAND,6
Annadale-Huguenot-Prince's Bay-Woodrow,Drug Activity,STATEN ISLAND,5
Annadale-Huguenot-Prince's Bay-Woodrow,Dumpster Complaint,STATEN ISLAND,14
Annadale-Huguenot-Prince's Bay-Woodrow,Electrical,STATEN ISLAND,15
Annadale-Huguenot-Prince's Bay-Woodrow,Emergency Response Team (ERT),STATEN ISLAND,18
Annadale-Huguenot-Prince's Bay-Woodrow,Encampment,STATEN ISLAND,27
Annadale-Huguenot-Prince's Bay-Woodrow,Food Establishment,STATEN ISLAND,23
Annadale-Huguenot-Prince's Bay-Woodrow,Food Poisoning,STATEN ISLAND,7
Annadale-Huguenot-Prince's Bay-Woodrow,For Hire Vehicle Complaint,STATEN ISLAND,7
Annadale-Huguenot-Prince's Bay-Woodrow,For Hire Vehicle Report,STATEN ISLAND,1
Annadale-Huguenot-Prince's Bay-Woodrow,General Construction/Plumbing,STATEN ISLAND,355
Annadale-Huguenot-Prince's Bay-Woodrow,Graffiti,STATEN ISLAND,332
Annadale-Huguenot-Prince's Bay-Woodrow,Harboring Bees/Wasps,STATEN ISLAND,6
Annadale-Huguenot-Prince's Bay-Woodrow,Hazardous Materials,STATEN ISLAND,18
Annadale-Huguenot-Prince's Bay-Woodrow,Homeless Person Assistance,STATEN ISLAND,26
Annadale-Huguenot-Prince's Bay-Woodrow,Illegal Animal Kept as Pet,STATEN ISLAND,8
Annadale-Huguenot-Prince's Bay-Woodrow,Illegal Animal Sold,STATEN ISLAND,2
Annadale-Huguenot-Prince's Bay-Woodrow,Illegal Dumping,STATEN ISLAND,332
Annadale-Huguenot-Prince's Bay-Woodrow,Illegal Fireworks,STATEN ISLAND,361
Annadale-Huguenot-Prince's Bay-Woodrow,Illegal Parking,STATEN ISLAND,2810
Annadale-Huguenot-Prince's Bay-Woodrow,Illegal Posting,STATEN ISLAND,1544
Annadale-Huguenot-Prince's Bay-Woodrow,Illegal Tree Damage,STATEN ISLAND,98
Annadale-Huguenot-Prince's Bay-Woodrow,Indoor Air Quality,STATEN ISLAND,14
Annadale-Huguenot-Prince's Bay-Woodrow,Indoor Sewage,STATEN ISLAND,1
Annadale-Huguenot-Prince's Bay-Woodrow,Industrial Waste,STATEN ISLAND,12
Annadale-Huguenot-Prince's Bay-Woodrow,Investigations and Discipline (IAD),STATEN ISLAND,2
Annadale-Huguenot-Prince's Bay-Woodrow,Lead,STATEN ISLAND,77
Annadale-Huguenot-Prince's Bay-Woodrow,Litter Basket Complaint,STATEN ISLAND,15
Annadale-Huguenot-Prince's Bay-Woodrow,Litter Basket Request,STATEN ISLAND,23
Annadale-Huguenot-Prince's Bay-Woodrow,Lot Condition,STATEN ISLAND,58
Annadale-Huguenot-Prince's Bay-Woodrow,Maintenance or Facility,STATEN ISLAND,274
Annadale-Huguenot-Prince's Bay-Woodrow,Missed Collection,STATEN ISLAND,916
Annadale-Huguenot-Prince's Bay-Woodrow,Mobile Food Vendor,STATEN ISLAND,5
Annadale-Huguenot-Prince's Bay-Woodrow,Mold,STATEN ISLAND,16
Annadale-Huguenot-Prince's Bay-Woodrow,Mosquitoes,STATEN ISLAND,9
Annadale-Huguenot-Prince's Bay-Woodrow,New Tree Request,STATEN ISLAND,63
Annadale-Huguenot-Prince's Bay-Woodrow,Noise,STATEN ISLAND,243
Annadale-Huguenot-Prince's Bay-Woodrow,Noise - Commercial,STATEN ISLAND,19
Annadale-Huguenot-Prince's Bay-Woodrow,Noise - Helicopter,STATEN ISLAND,2
Annadale-Huguenot-Prince's Bay-Woodrow,Noise - House of Worship,STATEN ISLAND,1
Annadale-Huguenot-Prince's Bay-Woodrow,Noise - Park,STATEN ISLAND,22
Annadale-Huguenot-Prince's Bay-Woodrow,Noise - Residential,STATEN ISLAND,1062
Annadale-Huguenot-Prince's Bay-Woodrow,Noise - Street/Sidewalk,STATEN ISLAND,202
Annadale-Huguenot-Prince's Bay-Woodrow,Noise - Vehicle,STATEN ISLAND,64
Annadale-Huguenot-Prince's Bay-Woodrow,Non-Emergency Police Matter,STATEN ISLAND,204
Annadale-Huguenot-Prince's Bay-Woodrow,Obstruction,STATEN ISLAND,423
Annadale-Huguenot-Prince's Bay-Woodrow,Outdoor Dining,STATEN ISLAND,1
Annadale-Huguenot-Prince's Bay-Woodrow,Overgrown Tree/Branches,STATEN ISLAND,602
Annadale-Huguenot-Prince's Bay-Woodrow,Panhandling,STATEN ISLAND,9
Annadale-Huguenot-Prince's Bay-Woodrow,Pet Sale,STATEN ISLAND,1
Annadale-Huguenot-Prince's Bay-Woodrow,Plumbing,STATEN ISLAND,37
Annadale-Huguenot-Prince's Bay-Woodrow,Poison Ivy,STATEN ISLAND,6
Annadale-Huguenot-Prince's Bay-Woodrow,Posting Advertisement,STATEN ISLAND,2
Annadale-Huguenot-Prince's Bay-Woodrow,Real Time Enforcement,STATEN ISLAND,4
Annadale-Huguenot-Prince's Bay-Woodrow,Residential Disposal Complaint,STATEN ISLAND,135
Annadale-Huguenot-Prince's Bay-Woodrow,Rodent,STATEN ISLAND,125
Annadale-Huguenot-Prince's Bay-Woodrow,Root/Sewer/Sidewalk Condition,STATEN ISLAND,354
Annadale-Huguenot-Prince's Bay-Woodrow,Sanitation Worker or Vehicle Complaint,STATEN ISLAND,60
Annadale-Huguenot-Prince's Bay-Woodrow,School Maintenance,STATEN ISLAND,5
Annadale-Huguenot-Prince's Bay-Woodrow,Seasonal Collection,STATEN ISLAND,3
Annadale-Huguenot-Prince's Bay-Woodrow,Sewer,STATEN ISLAND,304
Annadale-Huguenot-Prince's Bay-Woodrow,Sidewalk Condition,STATEN ISLAND,330
Annadale-Huguenot-Prince's Bay-Woodrow,Smoking or Vaping,STATEN ISLAND,10
Annadale-Huguenot-Prince's Bay-Woodrow,Snow or Ice,STATEN ISLAND,169
Annadale-Huguenot-Prince's Bay-Woodrow,Special Natural Area District (SNAD),STATEN ISLAND,7
Annadale-Huguenot-Prince's Bay-Woodrow,Special Projects Inspection Team (SPIT),STATEN ISLAND,31
Annadale-Huguenot-Prince's Bay-Woodrow,Standing Water,STATEN ISLAND,64
Annadale-Huguenot-Prince's Bay-Woodrow,Street Condition,STATEN ISLAND,1095
Annadale-Huguenot-Prince's Bay-Woodrow,Street Light Condition,STATEN ISLAND,508
Annadale-Huguenot-Prince's Bay-Woodrow,Street Sign - Damaged,STATEN ISLAND,61
Annadale-Huguenot-Prince's Bay-Woodrow,Street Sign - Dangling,STATEN ISLAND,58
Annadale-Huguenot-Prince's Bay-Woodrow,Street Sign - Missing,STATEN ISLAND,46
Annadale-Huguenot-Prince's Bay-Woodrow,Street Sweeping Complaint,STATEN ISLAND,5
Annadale-Huguenot-Prince's Bay-Woodrow,Traffic,STATEN ISLAND,49
Annadale-Huguenot-Prince's Bay-Woodrow,Traffic Signal Condition,STATEN ISLAND,379
Annadale-Huguenot-Prince's Bay-Woodrow,Unleashed Dog,STATEN ISLAND,18
Annadale-Huguenot-Prince's Bay-Woodrow,Unsanitary Animal Pvt Property,STATEN ISLAND,31
Annadale-Huguenot-Prince's Bay-Woodrow,Unsanitary Pigeon Condition,STATEN ISLAND,22
Annadale-Huguenot-Prince's Bay-Woodrow,Uprooted Stump,STATEN ISLAND,19
Annadale-Huguenot-Prince's Bay-Woodrow,Urinating in Public,STATEN ISLAND,5
Annadale-Huguenot-Prince's Bay-Woodrow,Vendor Enforcement,STATEN ISLAND,3
Annadale-Huguenot-Prince's Bay-Woodrow,Violation of Park Rules,STATEN ISLAND,33
Annadale-Huguenot-Prince's Bay-Woodrow,Water Conservation,STATEN ISLAND,41
Annadale-Huguenot-Prince's Bay-Woodrow,Water Quality,STATEN ISLAND,16
Annadale-Huguenot-Prince's Bay-Woodrow,Water System,STATEN ISLAND,1108
Annadale-Huguenot-Prince's Bay-Woodrow,Window Guard,STATEN ISLAND,1
Annadale-Huguenot-Prince's Bay-Woodrow,Wood Pile Remaining,STATEN ISLAND,48
Arden Heights-Rossville,Abandoned Vehicle,STATEN ISLAND,561
Arden Heights-Rossville,Air Quality,STATEN ISLAND,26
Arden Heights-Rossville,Animal Facility - No Permit,STATEN ISLAND,2
Arden Heights-Rossville,Animal in a Park,STATEN ISLAND,6
Arden Heights-Rossville,Animal-Abuse,STATEN ISLAND,61
Arden Heights-Rossville,Asbestos,STATEN ISLAND,1
Arden Heights-Rossville,BEST/Site Safety,STATEN ISLAND,5
Arden Heights-Rossville,Beach/Pool/Sauna Complaint,STATEN ISLAND,7
Arden Heights-Rossville,Bike/Roller/Skate,STATEN ISLAND,2
Arden Heights-Rossville,Bike/Roller/Skate Chronic,STATEN ISLAND,77
Arden Heights-Rossville,Blocked Driveway,STATEN ISLAND,467
Arden Heights-Rossville,Building/Use,STATEN ISLAND,101
Arden Heights-Rossville,Bus Stop Shelter Complaint,STATEN ISLAND,16
Arden Heights-Rossville,Bus Stop Shelter Placement,STATEN ISLAND,3
Arden Heights-Rossville,Commercial Disposal Complaint,STATEN ISLAND,1
Arden Heights-Rossville,Consumer Complaint,STATEN ISLAND,28
Arden Heights-Rossville,Curb Condition,STATEN ISLAND,36
Arden Heights-Rossville,Damaged Tree,STATEN ISLAND,495
Arden Heights-Rossville,Day Care,STATEN ISLAND,2
Arden Heights-Rossville,Dead Animal,STATEN ISLAND,116
Arden Heights-Rossville,Dead/Dying Tree,STATEN ISLAND,207
Arden Heights-Rossville,Derelict Vehicles,STATEN ISLAND,100
Arden Heights-Rossville,Dirty Condition,STATEN ISLAND,352
Arden Heights-Rossville,Disorderly Youth,STATEN ISLAND,4
Arden Heights-Rossville,Drinking,STATEN ISLAND,2
Arden Heights-Rossville,Drug Activity,STATEN ISLAND,20
Arden Heights-Rossville,Dumpster Complaint,STATEN ISLAND,9
Arden Heights-Rossville,Electrical,STATEN ISLAND,21
Arden Heights-Rossville,Emergency Response Team (ERT),STATEN ISLAND,5
Arden Heights-Rossville,Encampment,STATEN ISLAND,2
Arden Heights-Rossville,Food Establishment,STATEN ISLAND,25
Arden Heights-Rossville,Food Poisoning,STATEN ISLAND,4
Arden Heights-Rossville,For Hire Vehicle Report,STATEN ISLAND,1
Arden Heights-Rossville,General Construction/Plumbing,STATEN ISLAND,200
Arden Heights-Rossville,Graffiti,STATEN ISLAND,141
Arden Heights-Rossville,Harboring Bees/Wasps,STATEN ISLAND,6
Arden Heights-Rossville,Hazardous Materials,STATEN ISLAND,19
Arden Heights-Rossville,Homeless Person Assistance,STATEN ISLAND,25
Arden Heights-Rossville,Illegal Animal Kept as Pet,STATEN ISLAND,9
Arden Heights-Rossville,Illegal Dumping,STATEN ISLAND,231
Arden Heights-Rossville,Illegal Fireworks,STATEN ISLAND,222
Arden Heights-Rossville,Illegal Parking,STATEN ISLAND,3021
Arden Heights-Rossville,Illegal Posting,STATEN ISLAND,305
Arden Heights-Rossville,Illegal Tree Damage,STATEN ISLAND,41
Arden Heights-Rossville,Indoor Air Quality,STATEN ISLAND,15
Arden Heights-Rossville,Industrial Waste,STATEN ISLAND,10
Arden Heights-Rossville,Investigations and Discipline (IAD),STATEN ISLAND,1
Arden Heights-Rossville,Lead,STATEN ISLAND,32
Arden Heights-Rossville,Litter Basket Complaint,STATEN ISLAND,13
Arden Heights-Rossville,Litter Basket Request,STATEN ISLAND,13
Arden Heights-Rossville,Lot Condition,STATEN ISLAND,10
Arden Heights-Rossville,Maintenance or Facility,STATEN ISLAND,58
Arden Heights-Rossville,Missed Collection,STATEN ISLAND,579
Arden Heights-Rossville,Mobile Food Vendor,STATEN ISLAND,1
Arden Heights-Rossville,Mold,STATEN ISLAND,11
Arden Heights-Rossville,Mosquitoes,STATEN ISLAND,1
Arden Heights-Rossville,New Tree Request,STATEN ISLAND,24
Arden Heights-Rossville,Noise,STATEN ISLAND,139
Arden Heights-Rossville,Noise - Commercial,STATEN ISLAND,16
Arden Heights-Rossville,Noise - Helicopter,STATEN ISLAND,17
Arden Heights-Rossville,Noise - House of Worship,STATEN ISLAND,2
Arden Heights-Rossville,Noise - Park,STATEN ISLAND,1
Arden Heights-Rossville,Noise - Residential,STATEN ISLAND,654
Arden Heights-Rossville,Noise - Street/Sidewalk,STATEN ISLAND,143
Arden Heights-Rossville,Noise - Vehicle,STATEN ISLAND,76
Arden Heights-Rossville,Non-Emergency Police Matter,STATEN ISLAND,182
Arden Heights-Rossville,Non-Residential Heat,STATEN ISLAND,3
Arden Heights-Rossville,Obstruction,STATEN ISLAND,229
Arden Heights-Rossville,Overgrown Tree/Branches,STATEN ISLAND,335
Arden Heights-Rossville,Panhandling,STATEN ISLAND,7
Arden Heights-Rossville,Plumbing,STATEN ISLAND,20
Arden Heights-Rossville,Poison Ivy,STATEN ISLAND,7
Arden Heights-Rossville,Real Time Enforcement,STATEN ISLAND,1
Arden Heights-Rossville,Recycling Basket Complaint,STATEN ISLAND,1
Arden Heights-Rossville,Residential Disposal Complaint,STATEN ISLAND,342
Arden Heights-Rossville,Rodent,STATEN ISLAND,143
Arden Heights-Rossville,Root/Sewer/Sidewalk Condition,STATEN ISLAND,226
Arden Heights-Rossville,Sanitation Worker or Vehicle Complaint,STATEN ISLAND,46
Arden Heights-Rossville,School Maintenance,STATEN ISLAND,12
Arden Heights-Rossville,Seasonal Collection,STATEN ISLAND,1
Arden Heights-Rossville,Sewer,STATEN ISLAND,263
Arden Heights-Rossville,Sidewalk Condition,STATEN ISLAND,221
Arden Heights-Rossville,Smoking or Vaping,STATEN ISLAND,3
Arden Heights-Rossville,Snow or Ice,STATEN ISLAND,321
Arden Heights-Rossville,Special Projects Inspection Team (SPIT),STATEN ISLAND,16
Arden Heights-Rossville,Standing Water,STATEN ISLAND,47
Arden Heights-Rossville,Street Condition,STATEN ISLAND,438
Arden Heights-Rossville,Street Light Condition,STATEN ISLAND,285
Arden Heights-Rossville,Street Sign - Damaged,STATEN ISLAND,78
Arden Heights-Rossville,Street Sign - Dangling,STATEN ISLAND,51
Arden Heights-Rossville,Street Sign - Missing,STATEN ISLAND,94
Arden Heights-Rossville,Street Sweeping Complaint,STATEN ISLAND,2
Arden Heights-Rossville,Traffic,STATEN ISLAND,25
Arden Heights-Rossville,Traffic Signal Condition,STATEN ISLAND,144
Arden Heights-Rossville,Unleashed Dog,STATEN ISLAND,6
Arden Heights-Rossville,Unsanitary Animal Pvt Property,STATEN ISLAND,35
Arden Heights-Rossville,Unsanitary Pigeon Condition,STATEN ISLAND,25
Arden Heights-Rossville,Uprooted Stump,STATEN ISLAND,19
Arden Heights-Rossville,Vendor Enforcement,STATEN ISLAND,5
Arden Heights-Rossville,Violation of Park Rules,STATEN ISLAND,1
Arden Heights-Rossville,Water Conservation,STATEN ISLAND,43
Arden Heights-Rossville,Water Quality,STATEN ISLAND,8
Arden Heights-Rossville,Water System,STATEN ISLAND,567
Arden Heights-Rossville,Wood Pile Remaining,STATEN ISLAND,17
Astoria (Central),Abandoned Bike,QUEENS,43
Astoria (Central),Abandoned Vehicle,QUEENS,335
Astoria (Central),Air Quality,QUEENS,94
Astoria (Central),Animal in a Park,QUEENS,6
Astoria (Central),Animal-Abuse,QUEENS,135
Astoria (Central),Asbestos,QUEENS,17
Astoria (Central),BEST/Site Safety,QUEENS,14
Astoria (Central),Beach/Pool/Sauna Complaint,QUEENS,1
Astoria (Central),Bench,QUEENS,2
Astoria (Central),Bike Rack,QUEENS,10
Astoria (Central),Bike Rack Condition,QUEENS,1
Astoria (Central),Bike/Roller/Skate Chronic,QUEENS,18
Astoria (Central),Blocked Driveway,QUEENS,3380
Astoria (Central),Boilers,QUEENS,28
Astoria (Central),Broken Parking Meter,QUEENS,51
Astoria (Central),Building/Use,QUEENS,221
Astoria (Central),Bus Stop Shelter Complaint,QUEENS,11
Astoria (Central),Bus Stop Shelter Placement,QUEENS,2
Astoria (Central),Cannabis Retailer,QUEENS,7
Astoria (Central),Commercial Disposal Complaint,QUEENS,29
Astoria (Central),Construction Lead Dust,QUEENS,20
Astoria (Central),Construction Safety Enforcement,QUEENS,34
Astoria (Central),Consumer Complaint,QUEENS,178
Astoria (Central),Cranes and Derricks,QUEENS,1
Astoria (Central),Curb Condition,QUEENS,174
Astoria (Central),Damaged Tree,QUEENS,382
Astoria (Central),Day Care,QUEENS,30
Astoria (Central),Dead Animal,QUEENS,144
Astoria (Central),Dead/Dying Tree,QUEENS,110
Astoria (Central),Dept of Investigations,QUEENS,1
Astoria (Central),Derelict Vehicles,QUEENS,248
Astoria (Central),Dirty Condition,QUEENS,658
Astoria (Central),Disorderly Youth,QUEENS,4
Astoria (Central),Drinking,QUEENS,34
Astoria (Central),Drinking Water,QUEENS,4
Astoria (Central),Drug Activity,QUEENS,90
Astoria (Central),Dumpster Complaint,QUEENS,28
Astoria (Central),Electrical,QUEENS,26
Astoria (Central),Elevator,QUEENS,164
Astoria (Central),Emergency Response Team (ERT),QUEENS,74
Astoria (Central),Encampment,QUEENS,236
Astoria (Central),Food Establishment,QUEENS,269
Astoria (Central),Food Poisoning,QUEENS,63
Astoria (Central),For Hire Vehicle Complaint,QUEENS,114
Astoria (Central),For Hire Vehicle Report,QUEENS,4
Astoria (Central),General Construction/Plumbing,QUEENS,539
Astoria (Central),Graffiti,QUEENS,176
Astoria (Central),Green Taxi Complaint,QUEENS,7
Astoria (Central),Harboring Bees/Wasps,QUEENS,3
Astoria (Central),Hazardous Materials,QUEENS,20
Astoria (Central),Homeless Person Assistance,QUEENS,287
Astoria (Central),Illegal Animal Kept as Pet,QUEENS,3
Astoria (Central),Illegal Dumping,QUEENS,314
