Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint,Complaint Detail,Incident Zip,Status,Community Board,Borough,Latitude,Longitude,Complaint Year,Complaint Month,Month Name,Main Complaint Category,Neighborhood
67351758,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10456,Closed,01 BRONX,BRONX,40.819317973642946,-73.9085064414787,,,,Noise,Melrose
67351807,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10025,Closed,07 MANHATTAN,MANHATTAN,40.800088553309315,-73.96280491452997,,,,Noise,Upper West Side-Manhattan Valley
67351306,,,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,11369,Closed,03 QUEENS,QUEENS,40.759980120640506,-73.87668540062724,,,,Parking & Traffic,Jackson Heights
67349157,,,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,10457,Closed,05 BRONX,BRONX,40.854865013390025,-73.89897217278859,,,,Parking & Traffic,Mount Hope
67345600,,,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,11218,Closed,12 BROOKLYN,BROOKLYN,40.63858420713704,-73.97257655628725,,,,Parking & Traffic,Kensington
67353017,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11225,Closed,09 BROOKLYN,BROOKLYN,40.67046833272369,-73.95705535853418,,,,Noise,Crown Heights (South)
67344606,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10031,Closed,09 MANHATTAN,MANHATTAN,40.822376208524275,-73.94968418530969,,,,Noise,Hamilton Heights-Sugar Hill
67350638,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11216,Closed,08 BROOKLYN,BROOKLYN,40.6759138379296,-73.94994249618011,,,,Noise,Crown Heights (North)
67347997,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11372,Closed,03 QUEENS,QUEENS,40.74953875962951,-73.87383907323694,,,,Parking & Traffic,Jackson Heights
67348213,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10467,Closed,12 BRONX,BRONX,40.8802073520939,-73.86005918621817,,,,Noise,Williamsbridge-Olinville
67346853,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11208,Closed,05 BROOKLYN,BROOKLYN,40.67335841936253,-73.87693568574635,,,,Parking & Traffic,East New York (North)
67347033,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10467,Closed,07 BRONX,BRONX,40.87932647487253,-73.87707879848327,,,,Noise,Norwood
67349445,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11203,Closed,09 BROOKLYN,BROOKLYN,40.65941517743085,-73.9389835134306,,,,Noise,Prospect Lefferts Gardens-Wingate
67344305,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,10459,Closed,03 BRONX,BRONX,40.83216528464186,-73.89480038909561,,,,Parking & Traffic,Crotona Park East
67351615,,,NYPD,New York City Police Department,Blocked Driveway,No Access,10306,Closed,03 STATEN ISLAND,STATEN ISLAND,40.57357791293883,-74.12722162945978,,,,Parking & Traffic,Oakwood-Richmondtown
67346956,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11372,Closed,03 QUEENS,QUEENS,40.75226851036943,-73.88857061437616,,,,Noise,Jackson Heights
67349453,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10467,Closed,07 BRONX,BRONX,40.88517218985485,-73.87922704074717,,,,Noise,Norwood
67345592,,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11378,Closed,05 QUEENS,QUEENS,40.71801159667729,-73.90100136992089,,,,Parking & Traffic,Maspeth
67345759,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10467,Closed,12 BRONX,BRONX,40.88349495795709,-73.85737973860887,,,,Noise,Williamsbridge-Olinville
67350043,,,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,11235,Closed,15 BROOKLYN,BROOKLYN,40.59301851845552,-73.93371158427934,,,,Parking & Traffic,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
67350438,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11208,Closed,05 BROOKLYN,BROOKLYN,40.68169851664996,-73.86596328314151,,,,Parking & Traffic,East New York-City Line
67349361,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10467,Closed,12 BRONX,BRONX,40.8802073520939,-73.86005918621817,,,,Noise,Williamsbridge-Olinville
67345328,,,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,11211,Closed,01 BROOKLYN,BROOKLYN,40.707358886334525,-73.95936522485013,,,,Parking & Traffic,Williamsburg
67350619,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11101,Closed,01 QUEENS,QUEENS,40.75590390189604,-73.94295940353244,,,,Noise,Queensbridge-Ravenswood-Dutch Kills
67349370,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11226,Closed,14 BROOKLYN,BROOKLYN,40.64176228336423,-73.96163201406432,,,,Noise,Flatbush
67353042,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10467,Closed,12 BRONX,BRONX,40.8802073520939,-73.86005918621817,,,,Noise,Williamsbridge-Olinville
67344239,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10467,Closed,11 BRONX,BRONX,40.85786748858949,-73.86636017094892,,,,Parking & Traffic,Allerton
67352949,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11221,Closed,03 BROOKLYN,BROOKLYN,40.69284089849432,-73.93870049988708,,,,Noise,Bedford-Stuyvesant (East)
67352725,,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10459,Closed,03 BRONX,BRONX,40.83207535635764,-73.89551241316109,,,,Parking & Traffic,Crotona Park East
67352640,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11228,Closed,11 BROOKLYN,BROOKLYN,40.613763262903134,-74.00875235701875,,,,Parking & Traffic,Bensonhurst
67350635,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11357,Closed,07 QUEENS,QUEENS,40.77880194238837,-73.7931633265755,,,,Noise,Bay Terrace-Clearview
67349270,,,NYPD,New York City Police Department,Blocked Driveway,No Access,10453,Closed,05 BRONX,BRONX,40.85318281148116,-73.91650992753353,,,,Parking & Traffic,University Heights (South)-Morris Heights
67347060,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11691,Closed,14 QUEENS,QUEENS,40.59545603036796,-73.7402915229976,,,,Noise,Far Rockaway-Bayswater
67344403,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11418,Closed,09 QUEENS,QUEENS,40.693988351552,-73.84123657303354,,,,Parking & Traffic,Richmond Hill
67346868,,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,10458,Closed,07 BRONX,BRONX,40.863581986335554,-73.8926718791754,,,,Parking & Traffic,University Heights (North)-Fordham
67346989,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11354,Closed,07 QUEENS,QUEENS,40.767627333732726,-73.82411151243869,,,,Noise,Flushing-Willets Point
67350655,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10027,Closed,09 MANHATTAN,MANHATTAN,40.81375647953048,-73.95308656195377,,,,Noise,Manhattanville-West Harlem
67345648,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11213,Closed,09 BROOKLYN,BROOKLYN,40.66631873300624,-73.9347741975482,,,,Parking & Traffic,Crown Heights (South)
67344640,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10002,Closed,03 MANHATTAN,MANHATTAN,40.711062893490016,-73.99088498319651,,,,Noise,Chinatown-Two Bridges
67351506,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,10472,Closed,09 BRONX,BRONX,40.83342849023004,-73.86865697421297,,,,Parking & Traffic,Soundview-Bruckner-Bronx River
67351829,,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,10025,Closed,07 MANHATTAN,MANHATTAN,40.800088553309315,-73.96280491452997,,,,Noise,Upper West Side-Manhattan Valley
67352683,,,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,10467,Closed,12 BRONX,BRONX,40.874184186032416,-73.8658934680689,,,,Parking & Traffic,Williamsbridge-Olinville
67347036,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11372,Closed,03 QUEENS,QUEENS,40.75687992090349,-73.87289029929983,,,,Noise,East Elmhurst
67350430,,,NYPD,New York City Police Department,Blocked Driveway,No Access,10301,Closed,02 STATEN ISLAND,STATEN ISLAND,40.60913372179768,-74.0997951830311,,,,Parking & Traffic,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights
67351469,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11223,Closed,11 BROOKLYN,BROOKLYN,40.60343637347915,-73.98268885892743,,,,Parking & Traffic,Gravesend (West)
67352780,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11355,Closed,07 QUEENS,QUEENS,40.75273063954385,-73.82895484242069,,,,Parking & Traffic,Flushing-Willets Point
67351779,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11216,Closed,03 BROOKLYN,BROOKLYN,40.68423521473696,-73.9481875335542,,,,Noise,Bedford-Stuyvesant (West)
67346694,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11219,Closed,12 BROOKLYN,BROOKLYN,40.64347590197473,-73.99702719756613,,,,Parking & Traffic,Sunset Park (East)-Borough Park (West)
67348277,,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,10462,Closed,11 BRONX,BRONX,40.856068384417874,-73.86289346378109,,,,Noise,Pelham Parkway-Van Nest
67348025,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11233,Closed,16 BROOKLYN,BROOKLYN,40.67238798459072,-73.9146417688318,,,,Parking & Traffic,Ocean Hill
67350420,,,NYPD,New York City Police Department,Blocked Driveway,No Access,10032,Closed,12 MANHATTAN,MANHATTAN,40.83314871620287,-73.94273056489976,,,,Parking & Traffic,Washington Heights (South)
67347015,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11212,Closed,16 BROOKLYN,BROOKLYN,40.661356385690354,-73.90712636722496,,,,Noise,Brownsville
67349947,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11378,Closed,05 QUEENS,QUEENS,40.72616453512829,-73.89291845214875,,,,Parking & Traffic,Maspeth
67351789,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10455,Closed,01 BRONX,BRONX,40.81641082880272,-73.90789626862998,,,,Noise,Melrose
67351815,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10002,Closed,03 MANHATTAN,MANHATTAN,40.711062893490016,-73.99088498319651,,,,Noise,Chinatown-Two Bridges
67345582,,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11418,Closed,09 QUEENS,QUEENS,40.69371545253663,-73.83456229797628,,,,Parking & Traffic,Richmond Hill
67353054,,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,11375,Closed,06 QUEENS,QUEENS,40.71380147810189,-73.85046710954593,,,,Noise,Forest Hills
67344278,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11229,Closed,15 BROOKLYN,BROOKLYN,40.5955801110985,-73.95863386803562,,,,Parking & Traffic,Gravesend (East)-Homecrest
67353566,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11379,Closed,05 QUEENS,QUEENS,40.70984185305609,-73.87183658121383,,,,Parking & Traffic,Middle Village
67347571,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11385,Closed,05 QUEENS,QUEENS,40.696871231068506,-73.89461357331322,,,,Parking & Traffic,Glendale
67347986,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11419,Closed,10 QUEENS,QUEENS,40.683050961302584,-73.82640417483952,,,,Parking & Traffic,South Ozone Park
67344532,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11211,Closed,01 BROOKLYN,BROOKLYN,40.70924127809079,-73.95792851029476,,,,Noise,Williamsburg
67350251,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11364,Closed,11 QUEENS,QUEENS,40.74894898858389,-73.7484885607592,,,,Parking & Traffic,Oakland Gardens-Hollis Hills
67347860,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11218,Closed,14 BROOKLYN,BROOKLYN,40.64896420477327,-73.96948392449006,,,,Parking & Traffic,Flatbush (West)-Ditmas Park-Parkville
67351493,,,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11416,Closed,09 QUEENS,QUEENS,40.68474837022232,-73.85498160978831,,,,Parking & Traffic,Ozone Park (North)
67350282,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11230,Closed,14 BROOKLYN,BROOKLYN,40.63379358847941,-73.96879190404287,,,,Parking & Traffic,Flatbush (West)-Ditmas Park-Parkville
67348214,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10472,Closed,09 BRONX,BRONX,40.82712312845304,-73.87042189331824,,,,Noise,Soundview-Bruckner-Bronx River
67353052,,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,11206,Closed,01 BROOKLYN,BROOKLYN,40.708157344033886,-73.93992718663425,,,,Noise,East Williamsburg
67353008,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11378,Closed,05 QUEENS,QUEENS,40.716652863762285,-73.90751105695132,,,,Noise,Maspeth
67348720,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11435,Closed,12 QUEENS,QUEENS,40.70408724731235,-73.81093804781995,,,,Parking & Traffic,Jamaica
67347903,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11436,Closed,12 QUEENS,QUEENS,40.67330871556787,-73.79262889074528,,,,Parking & Traffic,Baisley Park
67349365,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11233,Closed,16 BROOKLYN,BROOKLYN,40.679775257215915,-73.90889258013044,,,,Noise,Ocean Hill
67346838,,,NYPD,New York City Police Department,Blocked Driveway,No Access,10301,Closed,02 STATEN ISLAND,STATEN ISLAND,40.60913372179768,-74.0997951830311,,,,Parking & Traffic,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights
67352673,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10455,Closed,01 BRONX,BRONX,40.81391975823687,-73.91660253456571,,,,Parking & Traffic,Mott Haven-Port Morris
67351116,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11385,Closed,05 QUEENS,QUEENS,40.709010638480166,-73.90651532386691,,,,Parking & Traffic,Ridgewood
67351170,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11385,Closed,05 QUEENS,QUEENS,40.698413146331326,-73.89391150040822,,,,Parking & Traffic,Glendale
67352990,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11221,Closed,04 BROOKLYN,BROOKLYN,40.68949322124866,-73.91815003336016,,,,Noise,Bushwick (East)
67344251,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11355,Closed,07 QUEENS,QUEENS,40.75466487998975,-73.82296906892604,,,,Parking & Traffic,Flushing-Willets Point
67351773,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10459,Closed,02 BRONX,BRONX,40.82063662196181,-73.89387201026959,,,,Noise,Longwood
67347018,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10002,Closed,03 MANHATTAN,MANHATTAN,40.711062893490016,-73.99088498319651,,,,Noise,Chinatown-Two Bridges
67353565,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11385,Closed,05 QUEENS,QUEENS,40.69842687015567,-73.89391147856998,,,,Parking & Traffic,Glendale
67353048,,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,10024,Closed,07 MANHATTAN,MANHATTAN,40.789260886149705,-73.97385066924859,,,,Noise,Upper West Side (Central)
67346974,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11233,Closed,16 BROOKLYN,BROOKLYN,40.679775257215915,-73.90889258013044,,,,Noise,Ocean Hill
67346391,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10452,Closed,04 BRONX,BRONX,40.833908012183,-73.91830844774181,,,,Parking & Traffic,Concourse-Concourse Village
67350642,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11208,Closed,05 BROOKLYN,BROOKLYN,40.68340302612601,-73.88637092099141,,,,Noise,Cypress Hills
67345486,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11418,Closed,09 QUEENS,QUEENS,40.696940224432055,-73.8401512622756,,,,Parking & Traffic,Richmond Hill
67348018,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11221,Closed,04 BROOKLYN,BROOKLYN,40.691741782261886,-73.91517952934782,,,,Parking & Traffic,Bushwick (East)
67352991,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11378,Closed,05 QUEENS,QUEENS,40.72005126145887,-73.90461670205767,,,,Noise,Maspeth
67345184,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11385,Closed,05 QUEENS,QUEENS,40.69998904152359,-73.89139529415552,,,,Parking & Traffic,Glendale
67349377,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11233,Closed,16 BROOKLYN,BROOKLYN,40.679775257215915,-73.90889258013044,,,,Noise,Ocean Hill
67350098,,,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,10023,Closed,07 MANHATTAN,MANHATTAN,40.78177772994152,-73.98312635152728,,,,Parking & Traffic,Upper West Side (Central)
67348247,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11238,Closed,08 BROOKLYN,BROOKLYN,40.67304532692255,-73.96403657420483,,,,Noise,Prospect Heights
67347609,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11373,Closed,04 QUEENS,QUEENS,40.744208376594656,-73.88152157929451,,,,Noise,Elmhurst
67352324,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11385,Closed,05 QUEENS,QUEENS,40.698315168896976,-73.89482045991642,,,,Parking & Traffic,Glendale
67345514,,,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11379,Closed,05 QUEENS,QUEENS,40.7154147121219,-73.89747729896354,,,,Parking & Traffic,Maspeth
67348225,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10002,Closed,03 MANHATTAN,MANHATTAN,40.711062893490016,-73.99088498319651,,,,Noise,Chinatown-Two Bridges
67349465,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11223,Closed,15 BROOKLYN,BROOKLYN,40.59976090682583,-73.96881141218766,,,,Noise,Gravesend (East)-Homecrest
67346399,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11435,Closed,08 QUEENS,QUEENS,40.707583900400905,-73.81419595530444,,,,Parking & Traffic,Jamaica Hills-Briarwood
67345487,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10458,Closed,05 BRONX,BRONX,40.86073103886336,-73.89654832786705,,,,Parking & Traffic,Fordham Heights
67353587,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11367,Closed,08 QUEENS,QUEENS,40.71879155606901,-73.81986091621063,,,,Noise,Kew Gardens Hills
67350448,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11379,Closed,05 QUEENS,QUEENS,40.7153158622428,-73.89743416361338,,,,Parking & Traffic,Maspeth
67345778,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11209,Closed,10 BROOKLYN,BROOKLYN,40.628949210247846,-74.03056096297946,,,,Noise,Bay Ridge
67347606,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11432,Closed,12 QUEENS,QUEENS,40.70705792849398,-73.79692785827618,,,,Noise,Jamaica
67345564,,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11379,Closed,05 QUEENS,QUEENS,40.71595561894833,-73.89768929869828,,,,Parking & Traffic,Maspeth
67352941,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10457,Closed,05 BRONX,BRONX,40.848533419181855,-73.90598670450618,,,,Noise,Mount Hope
67352711,,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11220,Closed,07 BROOKLYN,BROOKLYN,40.643398841236035,-74.00750947045286,,,,Parking & Traffic,Sunset Park (Central)
67347025,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11364,Closed,11 QUEENS,QUEENS,40.75069176602366,-73.7522211234489,,,,Noise,Bayside
67345833,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10010,Closed,06 MANHATTAN,MANHATTAN,40.7386821311745,-73.9807087141182,,,,Noise,Murray Hill-Kips Bay
67345471,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11379,Closed,05 QUEENS,QUEENS,40.71561790455511,-73.8975671689055,,,,Parking & Traffic,Maspeth
67351824,,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,11220,Closed,10 BROOKLYN,BROOKLYN,40.63532119036766,-74.0250801809307,,,,Noise,Bay Ridge
67350639,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10024,Closed,07 MANHATTAN,MANHATTAN,40.789772626160186,-73.97993553411199,,,,Noise,Upper West Side (Central)
67345826,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11212,Closed,16 BROOKLYN,BROOKLYN,40.661356385690354,-73.90712636722496,,,,Noise,Brownsville
67344265,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11209,Closed,10 BROOKLYN,BROOKLYN,40.62473509116726,-74.02240683554332,,,,Parking & Traffic,Bay Ridge
67348226,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11101,Closed,01 QUEENS,QUEENS,40.75590390189604,-73.94295940353244,,,,Noise,Queensbridge-Ravenswood-Dutch Kills
67349987,,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11419,Closed,09 QUEENS,QUEENS,40.692688299772094,-73.82130535118091,,,,Parking & Traffic,South Richmond Hill
67344350,,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10031,Closed,09 MANHATTAN,MANHATTAN,40.820713607313536,-73.9583132733449,,,,Parking & Traffic,Manhattanville-West Harlem
67346395,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11385,Closed,05 QUEENS,QUEENS,40.69805438326074,-73.89478480784406,,,,Parking & Traffic,Glendale
67350270,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11208,Closed,05 BROOKLYN,BROOKLYN,40.68800118681843,-73.86892540471369,,,,Parking & Traffic,Cypress Hills
67345659,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11218,Closed,12 BROOKLYN,BROOKLYN,40.63921260666357,-73.97192772800256,,,,Parking & Traffic,Kensington
67345790,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10304,Closed,01 STATEN ISLAND,STATEN ISLAND,40.62158346606936,-74.07950449818217,,,,Noise,Tompkinsville-Stapleton-Clifton-Fox Hills
67350544,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10457,Closed,05 BRONX,BRONX,40.848533419181855,-73.90598670450618,,,,Noise,Mount Hope
67344639,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11221,Closed,04 BROOKLYN,BROOKLYN,40.69223508959884,-73.92602585054317,,,,Noise,Bushwick (East)
67350263,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11427,Closed,11 QUEENS,QUEENS,40.72905354901452,-73.75678276415614,,,,Parking & Traffic,Oakland Gardens-Hollis Hills
67345781,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10455,Closed,01 BRONX,BRONX,40.81625731768569,-73.9081385356089,,,,Noise,Melrose
67346845,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11368,Closed,03 QUEENS,QUEENS,40.75367496070439,-73.855062555698,,,,Parking & Traffic,North Corona
67344256,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11370,Closed,03 QUEENS,QUEENS,40.75715586420907,-73.88472187773493,,,,Parking & Traffic,Jackson Heights
67349946,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11379,Closed,05 QUEENS,QUEENS,40.723221473918805,-73.87332248243307,,,,Parking & Traffic,Middle Village
67351303,,,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,11222,Closed,01 BROOKLYN,BROOKLYN,40.73169124709418,-73.95955605244376,,,,Parking & Traffic,Greenpoint
67344422,,,NYPD,New York City Police Department,Blocked Driveway,No Access,10456,Closed,03 BRONX,BRONX,40.830275190940526,-73.89900589630429,,,,Parking & Traffic,Morrisania
67352811,,,NYPD,New York City Police Department,Blocked Driveway,No Access,11223,Closed,11 BROOKLYN,BROOKLYN,40.6062251610668,-73.9831923299029,,,,Parking & Traffic,Gravesend (West)
67346864,,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11368,Closed,03 QUEENS,QUEENS,40.752479362119395,-73.85594943506246,,,,Parking & Traffic,North Corona
67346685,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10463,Closed,08 BRONX,BRONX,40.87431709464755,-73.90263084439134,,,,Parking & Traffic,Kingsbridge Heights-Van Cortlandt Village
67351730,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10452,Closed,04 BRONX,BRONX,40.82800228039951,-73.92361654340769,,,,Noise,Concourse-Concourse Village
67351436,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11224,Closed,13 BROOKLYN,BROOKLYN,40.57797853855548,-73.98395540938992,,,,Parking & Traffic,Coney Island-Sea Gate
67351729,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10457,Closed,05 BRONX,BRONX,40.848533419181855,-73.90598670450618,,,,Noise,Mount Hope
67349086,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10463,Closed,08 BRONX,BRONX,40.874207322276355,-73.9026490846547,,,,Parking & Traffic,Kingsbridge Heights-Van Cortlandt Village
67349429,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11236,Closed,18 BROOKLYN,BROOKLYN,40.63259628259463,-73.88833809670564,,,,Noise,Canarsie
67345873,,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11216,Closed,03 BROOKLYN,BROOKLYN,40.68423521473696,-73.9481875335542,,,,Noise,Bedford-Stuyvesant (West)
67346749,,,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,11412,Closed,12 QUEENS,QUEENS,40.70072123628848,-73.76566796597989,,,,Parking & Traffic,St. Albans
67351445,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10463,Closed,08 BRONX,BRONX,40.874207322276355,-73.9026490846547,,,,Parking & Traffic,Kingsbridge Heights-Van Cortlandt Village
67344560,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10031,Closed,09 MANHATTAN,MANHATTAN,40.827132375523355,-73.94287666346943,,,,Noise,Hamilton Heights-Sugar Hill
67347705,,,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,10461,Closed,11 BRONX,BRONX,40.85499105902632,-73.85721312365962,,,,Parking & Traffic,Morris Park
67345762,,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10306,Closed,02 STATEN ISLAND,STATEN ISLAND,40.586538339009664,-74.10312052291538,,,,Noise,Grasmere-Arrochar-South Beach-Dongan Hills
67344230,,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11204,Closed,11 BROOKLYN,BROOKLYN,40.61702072893421,-73.98532557914878,,,,Parking & Traffic,Bensonhurst
